id,Dublin Core:Identifier,Dublin Core:Type,Dublin Core:Title,Dublin Core:Description,Dublin Core:Date,Dublin Core:Temporal Coverage,Dublin Core:Extent,Dublin Core:Relation,Scripto:Status,tags,recordType,collection,file
582,umd:675251;http://hdl.handle.net/1903.1/31406,Letters,"To unknown recipients -- from unknown senders, 1819-1903",Fifteen letters to unknown recipients from unknown senders sent across the years 1819-1903.,,2001-2100,40 pages,Historical Manuscripts,To transcribe,Families;Health,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675252/image;http://fedora.lib.umd.edu/fedora/get/umd:675287/image;http://fedora.lib.umd.edu/fedora/get/umd:675263/image;http://fedora.lib.umd.edu/fedora/get/umd:675289/image;http://fedora.lib.umd.edu/fedora/get/umd:675292/image;http://fedora.lib.umd.edu/fedora/get/umd:675291/image;http://fedora.lib.umd.edu/fedora/get/umd:675259/image;http://fedora.lib.umd.edu/fedora/get/umd:675281/image;http://fedora.lib.umd.edu/fedora/get/umd:675260/image;http://fedora.lib.umd.edu/fedora/get/umd:675257/image;http://fedora.lib.umd.edu/fedora/get/umd:675269/image;http://fedora.lib.umd.edu/fedora/get/umd:675286/image;http://fedora.lib.umd.edu/fedora/get/umd:675256/image;http://fedora.lib.umd.edu/fedora/get/umd:675277/image;http://fedora.lib.umd.edu/fedora/get/umd:675253/image;http://fedora.lib.umd.edu/fedora/get/umd:675279/image;http://fedora.lib.umd.edu/fedora/get/umd:675266/image;http://fedora.lib.umd.edu/fedora/get/umd:675282/image;http://fedora.lib.umd.edu/fedora/get/umd:675273/image;http://fedora.lib.umd.edu/fedora/get/umd:675261/image;http://fedora.lib.umd.edu/fedora/get/umd:675267/image;http://fedora.lib.umd.edu/fedora/get/umd:675265/image;http://fedora.lib.umd.edu/fedora/get/umd:675290/image;http://fedora.lib.umd.edu/fedora/get/umd:675280/image;http://fedora.lib.umd.edu/fedora/get/umd:675258/image;http://fedora.lib.umd.edu/fedora/get/umd:675271/image;http://fedora.lib.umd.edu/fedora/get/umd:675254/image;http://fedora.lib.umd.edu/fedora/get/umd:675264/image;http://fedora.lib.umd.edu/fedora/get/umd:675285/image;http://fedora.lib.umd.edu/fedora/get/umd:675283/image;http://fedora.lib.umd.edu/fedora/get/umd:675268/image;http://fedora.lib.umd.edu/fedora/get/umd:675278/image;http://fedora.lib.umd.edu/fedora/get/umd:675274/image;http://fedora.lib.umd.edu/fedora/get/umd:675276/image;http://fedora.lib.umd.edu/fedora/get/umd:675255/image;http://fedora.lib.umd.edu/fedora/get/umd:675288/image;http://fedora.lib.umd.edu/fedora/get/umd:675275/image;http://fedora.lib.umd.edu/fedora/get/umd:675284/image;http://fedora.lib.umd.edu/fedora/get/umd:675293/image;http://fedora.lib.umd.edu/fedora/get/umd:675272/image
583,umd:675294;http://hdl.handle.net/1903.1/31407,Letters,"To unknown recipients -- from Emma Magruder, 1950","One letter written by Emma Magruder to unknown recipients on April 8, 1950.",1950-04-8,1901-2000,2 pages,Historical Manuscripts,To transcribe,Families,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675295/image;http://fedora.lib.umd.edu/fedora/get/umd:675296/image
584,umd:675297;http://hdl.handle.net/1903.1/31408,Letters,"To unknown recipients -- from J. Elgar Hallowell, 1856","One letter written by J. Elgar Hallowell to unknown recipients on February 7, 1856.",1856-02-7,1801-1900,4 pages,Historical Manuscripts,To transcribe,Families;Church;Health;Agriculture;Weather,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675298/image;http://fedora.lib.umd.edu/fedora/get/umd:675301/image;http://fedora.lib.umd.edu/fedora/get/umd:675299/image;http://fedora.lib.umd.edu/fedora/get/umd:675300/image
585,umd:675302;http://hdl.handle.net/1903.1/31409,Letters,"To unknown recipients -- from Edith F. Brooke Green, 1941","Note from Edith F. Brooke Green to unknown recipients on July 7, 1941.",1941-07-11,1901-2000,2 pages,Historical Manuscripts,To transcribe,Voyages and travels;Rental housing,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675303/image;http://fedora.lib.umd.edu/fedora/get/umd:675304/image
586,umd:675305;http://hdl.handle.net/1903.1/31410,Letters,"To unknown recipients -- from Joseph Gilpin, 1852","One letter from Joseph Gilpin on August 10, 1852.",1852-08-10,1801-1900,4 pages,Historical Manuscripts,To transcribe,Families;Death;Health,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675306/image;http://fedora.lib.umd.edu/fedora/get/umd:675309/image;http://fedora.lib.umd.edu/fedora/get/umd:675307/image;http://fedora.lib.umd.edu/fedora/get/umd:675308/image
587,umd:675310;http://hdl.handle.net/1903.1/31411,Letters,"To unknown recipients -- from Sarah Brooke Farquhar, 1830s-1870s","Three letters written by Sarah Brooke Farquhar to unknown recipients on April 17, 1874 and February 16, 1875.",,1801-1900,8 pages,Historical Manuscripts,To transcribe,Families;Death;Education,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675311/image;http://fedora.lib.umd.edu/fedora/get/umd:675314/image;http://fedora.lib.umd.edu/fedora/get/umd:675312/image;http://fedora.lib.umd.edu/fedora/get/umd:675313/image;http://fedora.lib.umd.edu/fedora/get/umd:675315/image;http://fedora.lib.umd.edu/fedora/get/umd:675316/image;http://fedora.lib.umd.edu/fedora/get/umd:675317/image;http://fedora.lib.umd.edu/fedora/get/umd:675318/image
588,umd:675319;http://hdl.handle.net/1903.1/31412,Letters,"To unknown recipients -- from Eliza, 1890s",One letter from Eliza to a cousin (1890s).,1890,1801-1900,4 pages,Historical Manuscripts,To transcribe,Families,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675320/image;http://fedora.lib.umd.edu/fedora/get/umd:675323/image;http://fedora.lib.umd.edu/fedora/get/umd:675321/image;http://fedora.lib.umd.edu/fedora/get/umd:675322/image
589,umd:675324;http://hdl.handle.net/1903.1/31413,Letters,"To unknown recipients -- from Roger Brooke V, 1844","One letter from Roger Brooke V to unknown recipient on December 16, 1844.",1844-12-16,1801-1900,4 pages,Historical Manuscripts,To transcribe,Families;Death,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675325/image;http://fedora.lib.umd.edu/fedora/get/umd:675328/image;http://fedora.lib.umd.edu/fedora/get/umd:675326/image;http://fedora.lib.umd.edu/fedora/get/umd:675327/image
590,umd:675329;http://hdl.handle.net/1903.1/31414,Letters,"To unknown recipients -- from Mary M. Brooke with Sarah Brooke Farquhar, 1830","One letter from Mary M. Brooke with Sarah Brooke Farquhar to unknown recipients on July 13, 1830.",1830-07-13,1801-1900,4 pages,Historical Manuscripts,To transcribe,Families,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675330/image;http://fedora.lib.umd.edu/fedora/get/umd:675333/image;http://fedora.lib.umd.edu/fedora/get/umd:675331/image;http://fedora.lib.umd.edu/fedora/get/umd:675332/image
591,umd:675334;http://hdl.handle.net/1903.1/31415,Letters,"To unknown recipients -- from Mary B. Brooke, 1900-1905","Two letters and one receipt from Mary B. Brooke to unknown recipients on May 7, 1900 and October 13, 1905.",,1901-2000,10 pages,Historical Manuscripts,To transcribe,Families;Debt,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675335/image;http://fedora.lib.umd.edu/fedora/get/umd:675341/image;http://fedora.lib.umd.edu/fedora/get/umd:675337/image;http://fedora.lib.umd.edu/fedora/get/umd:675342/image;http://fedora.lib.umd.edu/fedora/get/umd:675343/image;http://fedora.lib.umd.edu/fedora/get/umd:675340/image;http://fedora.lib.umd.edu/fedora/get/umd:675338/image;http://fedora.lib.umd.edu/fedora/get/umd:675336/image;http://fedora.lib.umd.edu/fedora/get/umd:675339/image;http://fedora.lib.umd.edu/fedora/get/umd:675344/image
592,umd:675345;http://hdl.handle.net/1903.1/31416,Letters,"To unknown recipients -- from Henry Briggs Brooke, 1847","Two letters from Henry Briggs Brooke to unknown recipients on April 1,1847 and December 28, 1847.",1847-04-1;1847-12-28,1801-1900,4 pages,Historical Manuscripts,To transcribe,Families;Schools;Young adults;Virtue,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675346/image;http://fedora.lib.umd.edu/fedora/get/umd:675349/image;http://fedora.lib.umd.edu/fedora/get/umd:675347/image;http://fedora.lib.umd.edu/fedora/get/umd:675348/image
593,umd:675350;http://hdl.handle.net/1903.1/31417,Letters,"To unknown recipients -- from Eliza Brooke, 1896","One letter from Eliza Brooke to unknown recipient on August 23, 1896.",1896-08-23,1801-1900,4 pages,Historical Manuscripts,To transcribe,Families;Food;Cooking,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675351/image;http://fedora.lib.umd.edu/fedora/get/umd:675354/image;http://fedora.lib.umd.edu/fedora/get/umd:675352/image;http://fedora.lib.umd.edu/fedora/get/umd:675353/image
594,umd:675355;http://hdl.handle.net/1903.1/31418,Letters,"To unknown recipients -- from Charles H. Brooke, 1845-1913","Seven letters from Charles H. Brooke to unknown recipients on May 23, 1845, March 12, 1851, and June 29, 1912.",1845-05-23;1851-03-21;1912-06-29,1801-1900;1901-2000,18 pages,Historical Manuscripts,To transcribe,Families;Boarding schools;Gardens,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675356/image;http://fedora.lib.umd.edu/fedora/get/umd:675367/image;http://fedora.lib.umd.edu/fedora/get/umd:675362/image;http://fedora.lib.umd.edu/fedora/get/umd:675373/image;http://fedora.lib.umd.edu/fedora/get/umd:675358/image;http://fedora.lib.umd.edu/fedora/get/umd:675366/image;http://fedora.lib.umd.edu/fedora/get/umd:675363/image;http://fedora.lib.umd.edu/fedora/get/umd:675371/image;http://fedora.lib.umd.edu/fedora/get/umd:675364/image;http://fedora.lib.umd.edu/fedora/get/umd:675370/image;http://fedora.lib.umd.edu/fedora/get/umd:675361/image;http://fedora.lib.umd.edu/fedora/get/umd:675372/image;http://fedora.lib.umd.edu/fedora/get/umd:675359/image;http://fedora.lib.umd.edu/fedora/get/umd:675357/image;http://fedora.lib.umd.edu/fedora/get/umd:675360/image;http://fedora.lib.umd.edu/fedora/get/umd:675365/image;http://fedora.lib.umd.edu/fedora/get/umd:675369/image;http://fedora.lib.umd.edu/fedora/get/umd:675368/image
595,umd:675374;http://hdl.handle.net/1903.1/31419,Letters,"To unknown recipients -- from Anna Farquhar Brooke, 1860s-1870s",Four letters written by Anna Farquhar Brooke to unknown recipients from 1860s-1870s.,,1801-1900,12 pages,Historical Manuscripts,To transcribe,Families;Voyages and travels;Church,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675375/image;http://fedora.lib.umd.edu/fedora/get/umd:675386/image;http://fedora.lib.umd.edu/fedora/get/umd:675381/image;http://fedora.lib.umd.edu/fedora/get/umd:675377/image;http://fedora.lib.umd.edu/fedora/get/umd:675385/image;http://fedora.lib.umd.edu/fedora/get/umd:675382/image;http://fedora.lib.umd.edu/fedora/get/umd:675383/image;http://fedora.lib.umd.edu/fedora/get/umd:675380/image;http://fedora.lib.umd.edu/fedora/get/umd:675378/image;http://fedora.lib.umd.edu/fedora/get/umd:675376/image;http://fedora.lib.umd.edu/fedora/get/umd:675379/image;http://fedora.lib.umd.edu/fedora/get/umd:675384/image
596,umd:675387;http://hdl.handle.net/1903.1/31420,Letters,"To unknown recipients -- from Julie and Rachael Ask, 1941","One letter from Julie and Rachel Ask to unknown recipients on July 7, 1941.",1941-07-11,1901-2000,2 pages,Historical Manuscripts,To transcribe,Street addresses,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675388/image;http://fedora.lib.umd.edu/fedora/get/umd:675390/image
597,umd:675389;http://hdl.handle.net/1903.1/31421,Letters,"To Charles Farquhar -- from Amos Farquhar, 1829-1835","Nine letters written by Amos Farquhar to Charles Farquhar on May 18, 1829, October 3, 1832, December 14, 1833, March 13, 1835, and June, 13, 1835.",,1801-1900,24 pages,Historical Manuscripts,To transcribe,Diseases;Health;Voyages and travels,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675392/image;http://fedora.lib.umd.edu/fedora/get/umd:675403/image;http://fedora.lib.umd.edu/fedora/get/umd:675399/image;http://fedora.lib.umd.edu/fedora/get/umd:675400/image;http://fedora.lib.umd.edu/fedora/get/umd:675397/image;http://fedora.lib.umd.edu/fedora/get/umd:675408/image;http://fedora.lib.umd.edu/fedora/get/umd:675396/image;http://fedora.lib.umd.edu/fedora/get/umd:675393/image;http://fedora.lib.umd.edu/fedora/get/umd:675405/image;http://fedora.lib.umd.edu/fedora/get/umd:675411/image;http://fedora.lib.umd.edu/fedora/get/umd:675401/image;http://fedora.lib.umd.edu/fedora/get/umd:675406/image;http://fedora.lib.umd.edu/fedora/get/umd:675404/image;http://fedora.lib.umd.edu/fedora/get/umd:675391/image;http://fedora.lib.umd.edu/fedora/get/umd:675398/image;http://fedora.lib.umd.edu/fedora/get/umd:675409/image;http://fedora.lib.umd.edu/fedora/get/umd:675394/image;http://fedora.lib.umd.edu/fedora/get/umd:675402/image;http://fedora.lib.umd.edu/fedora/get/umd:675407/image;http://fedora.lib.umd.edu/fedora/get/umd:675412/image;http://fedora.lib.umd.edu/fedora/get/umd:675414/image;http://fedora.lib.umd.edu/fedora/get/umd:675395/image;http://fedora.lib.umd.edu/fedora/get/umd:675413/image;http://fedora.lib.umd.edu/fedora/get/umd:675410/image
598,umd:675415;http://hdl.handle.net/1903.1/31422,Letters,"To Charles Farquhar -- from Ann W. Farquhar, 1820s",Two letters from Ann Farquhar to Charles Farquhar written on September 17 and December 24.,1820,1801-1900,8 pages,University Archives,To transcribe,Health,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675416/image;http://fedora.lib.umd.edu/fedora/get/umd:675419/image;http://fedora.lib.umd.edu/fedora/get/umd:675417/image;http://fedora.lib.umd.edu/fedora/get/umd:675418/image;http://fedora.lib.umd.edu/fedora/get/umd:675420/image;http://fedora.lib.umd.edu/fedora/get/umd:675421/image;http://fedora.lib.umd.edu/fedora/get/umd:675422/image;http://fedora.lib.umd.edu/fedora/get/umd:675423/image
599,umd:675424;http://hdl.handle.net/1903.1/31423,Letters,"To recipient -- to Helen (last name unknown) -- from Mary F. Green, 1934","One letter written by Mary F. Green to ""Helen"" on September 2, 1934.",1934-09-2,1901-2000,2 pages,Historical Manuscripts,To transcribe,Families;Voyages and travels,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675425/image;http://fedora.lib.umd.edu/fedora/get/umd:675426/image
600,umd:675427;http://hdl.handle.net/1903.1/31424,Letters,"To recipient -- to Frances (last name unknown) -- From Eliza Brooke, 1856-1874","Five letters written by Eliza Brooke to ""Frances"" on June 19, 1856, November 31, 1857, September 7, 1865, October 31, 1874, and November 4, 1874.",1856;1874,1801-1900,16 pages,Historical Manuscripts,To transcribe,Families;Travel,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675428/image;http://fedora.lib.umd.edu/fedora/get/umd:676273/image;http://fedora.lib.umd.edu/fedora/get/umd:676268/image;http://fedora.lib.umd.edu/fedora/get/umd:675430/image;http://fedora.lib.umd.edu/fedora/get/umd:676272/image;http://fedora.lib.umd.edu/fedora/get/umd:676269/image;http://fedora.lib.umd.edu/fedora/get/umd:676277/image;http://fedora.lib.umd.edu/fedora/get/umd:676270/image;http://fedora.lib.umd.edu/fedora/get/umd:676276/image;http://fedora.lib.umd.edu/fedora/get/umd:676267/image;http://fedora.lib.umd.edu/fedora/get/umd:675431/image;http://fedora.lib.umd.edu/fedora/get/umd:675429/image;http://fedora.lib.umd.edu/fedora/get/umd:675432/image;http://fedora.lib.umd.edu/fedora/get/umd:676271/image;http://fedora.lib.umd.edu/fedora/get/umd:676275/image;http://fedora.lib.umd.edu/fedora/get/umd:676274/image
601,umd:675439;http://hdl.handle.net/1903.1/31428,Letters,"To William and Henry Stabler -- from Charles Farquhar, 1835","Letter by Charles Farquhar to William and Henry Stabler, 1835.",1835,1801-1900,2 pages,Historical Manuscripts,To transcribe,Receipts (Acknowledgments);Drugstores,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675441/image;http://fedora.lib.umd.edu/fedora/get/umd:675440/image
602,umd:675443;http://hdl.handle.net/1903.1/31430,Letters,"To Thomas P. Stabler -- from Benjamin Hallowell, 1835-1846",Three letter by Benjamin Hallowell to Thomas P. Stabler written between 1835 and 1846.,,1801-1900,8 pages,Historical Manuscripts,To transcribe,Health;Families;Church,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675446/image;http://fedora.lib.umd.edu/fedora/get/umd:675445/image;http://fedora.lib.umd.edu/fedora/get/umd:675449/image;http://fedora.lib.umd.edu/fedora/get/umd:675447/image;http://fedora.lib.umd.edu/fedora/get/umd:675448/image;http://fedora.lib.umd.edu/fedora/get/umd:675450/image;http://fedora.lib.umd.edu/fedora/get/umd:675451/image;http://fedora.lib.umd.edu/fedora/get/umd:675452/image
603,umd:675453;http://hdl.handle.net/1903.1/31431,Letters,"To James P. Stabler -- from William Briggs, circa 1836","Letter by William Briggs to James P. Stabler, written circa 1836.",1836,1801-1900,2 pages,Historical Manuscripts,To transcribe,Weather;Farm life;Agriculture;Families,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675455/image;http://fedora.lib.umd.edu/fedora/get/umd:675454/image
604,umd:675457;http://hdl.handle.net/1903.1/31433,Letters,"To Charles Farquhar -- from Granville Farquhar, 1827-1836","Seven letters written by Granville Farquhar to Charles Farquhar from November 12, 1826 to November 24, 1832.",,1801-1900,25 pages,Historical Manuscripts,To transcribe,Families;Education;Voyages and travels;Private schools;Health,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675466/image;http://fedora.lib.umd.edu/fedora/get/umd:675477/image;http://fedora.lib.umd.edu/fedora/get/umd:675473/image;http://fedora.lib.umd.edu/fedora/get/umd:675474/image;http://fedora.lib.umd.edu/fedora/get/umd:675471/image;http://fedora.lib.umd.edu/fedora/get/umd:675482/image;http://fedora.lib.umd.edu/fedora/get/umd:675470/image;http://fedora.lib.umd.edu/fedora/get/umd:675489/image;http://fedora.lib.umd.edu/fedora/get/umd:675467/image;http://fedora.lib.umd.edu/fedora/get/umd:675479/image;http://fedora.lib.umd.edu/fedora/get/umd:675485/image;http://fedora.lib.umd.edu/fedora/get/umd:675475/image;http://fedora.lib.umd.edu/fedora/get/umd:675480/image;http://fedora.lib.umd.edu/fedora/get/umd:675478/image;http://fedora.lib.umd.edu/fedora/get/umd:675465/image;http://fedora.lib.umd.edu/fedora/get/umd:675472/image;http://fedora.lib.umd.edu/fedora/get/umd:675483/image;http://fedora.lib.umd.edu/fedora/get/umd:675468/image;http://fedora.lib.umd.edu/fedora/get/umd:675476/image;http://fedora.lib.umd.edu/fedora/get/umd:675481/image;http://fedora.lib.umd.edu/fedora/get/umd:675486/image;http://fedora.lib.umd.edu/fedora/get/umd:675488/image;http://fedora.lib.umd.edu/fedora/get/umd:675469/image;http://fedora.lib.umd.edu/fedora/get/umd:675487/image;http://fedora.lib.umd.edu/fedora/get/umd:675484/image
605,umd:675460;http://hdl.handle.net/1903.1/31436,Letters,"To Samuel Snowden -- from Roger Brooke V, 1818","Letter by Roger Brooke to Samuel Snowden, written in 1818.",1818,1801-1900,4 pages,Historical Manuscripts,To transcribe,letters,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675462/image;http://fedora.lib.umd.edu/fedora/get/umd:675461/image;http://fedora.lib.umd.edu/fedora/get/umd:675464/image;http://fedora.lib.umd.edu/fedora/get/umd:675463/image
606,umd:675490;http://hdl.handle.net/1903.1/31437,Letters,"To Elizabeth Ann Pleasants -- from Elizabeth ""Lizzy"" Briggs with Mary Pleasants Brooke, 1834","Letter by Elizabeth ""Lizzy"" Briggs with Mary Pleasants Brooke to Elizabeth Ann Pleasants, written in 1834.",1834,1801-1900,4 pages,Historical Manuscripts,To transcribe,Families,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675492/image;http://fedora.lib.umd.edu/fedora/get/umd:675491/image;http://fedora.lib.umd.edu/fedora/get/umd:675494/image;http://fedora.lib.umd.edu/fedora/get/umd:675493/image
607,umd:675495;http://hdl.handle.net/1903.1/31438,Letters,"To Samuel Perry -- from Charles Farquhar, circa 1830-1839",Letter by Charles Farquhar to Samuel Perry written circa 1830-1839.,,1801-1900,2 pages,Historical Manuscripts,To transcribe,Receipts (Acknowledgments);Boarding schools ,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675497/image;http://fedora.lib.umd.edu/fedora/get/umd:675496/image
608,umd:675498;http://hdl.handle.net/1903.1/31439,Letters,"To Amy Ann Miller -- from Mary Brooke Briggs Brooke, 1821","Letter by Mary Brooke Briggs Brooke to Amy Ann Miller, written in 1821.",1821,1801-1900,2 pages,Historical Manuscripts,To transcribe,Families,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675500/image;http://fedora.lib.umd.edu/fedora/get/umd:675499/image
609,umd:675501;http://hdl.handle.net/1903.1/31440,Letters,"To ""Sister"" Polly Magruder-- from Emma Magruder, 1929","Letter by Emma Magruder to ""Sister"" Polly Magruder, written in 1929.",1929,1901-2000,2 pages,Historical Manuscripts,To transcribe,Families,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675503/image;http://fedora.lib.umd.edu/fedora/get/umd:675502/image
610,umd:675504;http://hdl.handle.net/1903.1/31441,Letters,"To Mr. and Mrs. Lafferty -- from Edith F. Brooke Green, 1909",Letter by Edith F. Brooke Green to Mr. and Mrs. Lafferty. written in 1909.,1909,1901-2000,2 pages,Historical Manuscripts,To transcribe,Wedding anniversaries ,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675506/image;http://fedora.lib.umd.edu/fedora/get/umd:675505/image
611,umd:675507;http://hdl.handle.net/1903.1/31442,Letters,"To unknown last name recipient -- to Mary -- from Sarah Brooke Farguhar, circa 1848","Two letters by Sarah Brooke Farguhar to Mary (unknown last name), written circa 1848.",1848,1801-1900,4 pages,Historical Manuscripts,To transcribe,Character;Families,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675509/image;http://fedora.lib.umd.edu/fedora/get/umd:675508/image;http://fedora.lib.umd.edu/fedora/get/umd:675511/image;http://fedora.lib.umd.edu/fedora/get/umd:675510/image
612,umd:675512;http://hdl.handle.net/1903.1/31443,Letters,"To Sarah Brooke Farquhar -- from Mary M. Brooke with Mary Pleasants Brooke, circa 1830-1839","Five letters by Mary M. Brooke and Mary Pleasants Brooke to Sarah Brooke Farquhar, written circa 1830-1839.",,1801-1900,18 pages,Historical Manuscripts,To transcribe,Families;Voyages and travels,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675514/image;http://fedora.lib.umd.edu/fedora/get/umd:675513/image;http://fedora.lib.umd.edu/fedora/get/umd:675525/image;http://fedora.lib.umd.edu/fedora/get/umd:675520/image;http://fedora.lib.umd.edu/fedora/get/umd:675516/image;http://fedora.lib.umd.edu/fedora/get/umd:675524/image;http://fedora.lib.umd.edu/fedora/get/umd:675521/image;http://fedora.lib.umd.edu/fedora/get/umd:675529/image;http://fedora.lib.umd.edu/fedora/get/umd:675522/image;http://fedora.lib.umd.edu/fedora/get/umd:675528/image;http://fedora.lib.umd.edu/fedora/get/umd:675519/image;http://fedora.lib.umd.edu/fedora/get/umd:675530/image;http://fedora.lib.umd.edu/fedora/get/umd:675517/image;http://fedora.lib.umd.edu/fedora/get/umd:675515/image;http://fedora.lib.umd.edu/fedora/get/umd:675518/image;http://fedora.lib.umd.edu/fedora/get/umd:675523/image;http://fedora.lib.umd.edu/fedora/get/umd:675527/image;http://fedora.lib.umd.edu/fedora/get/umd:675526/image
613,umd:675531;http://hdl.handle.net/1903.1/31444,Letters,"To Charles Farquhar -- from Mary Farquhar, 1830",Three letters written by Mary Farquhar to Charles Farquhar in 1830.,1830,1801-1900,9 pages,Historical Manuscripts,To transcribe,Health;Families;Medical education,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675533/image;http://fedora.lib.umd.edu/fedora/get/umd:675532/image;http://fedora.lib.umd.edu/fedora/get/umd:675536/image;http://fedora.lib.umd.edu/fedora/get/umd:675534/image;http://fedora.lib.umd.edu/fedora/get/umd:675535/image;http://fedora.lib.umd.edu/fedora/get/umd:675537/image;http://fedora.lib.umd.edu/fedora/get/umd:675538/image;http://fedora.lib.umd.edu/fedora/get/umd:675541/image;http://fedora.lib.umd.edu/fedora/get/umd:675540/image
614,umd:675542;http://hdl.handle.net/1903.1/31445,Letters,"To Sarah Brooke Farquhar -- from Mary M. Brooke with Anna Briggs, 1830s",One letter from Mary M. Brooke to Sarah Brooke Farquhar on June 11 mostly like the 1830s.,,1801-1900,4 pages,Historical Manuscripts,To transcribe,Gardening;Families,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:675543/image;http://fedora.lib.umd.edu/fedora/get/umd:675546/image;http://fedora.lib.umd.edu/fedora/get/umd:675544/image;http://fedora.lib.umd.edu/fedora/get/umd:675545/image
